OBJECTID,FeatureID,NbrhdID,DevName,DevType,DevPhase,PlatDate,PathToPlatGeo,PathToPlatNotGeo,PathToPlatGeoWeb,PathToPlatNotGeoWeb,PlatType,Comments,GlobalID,created_date,last_edited_date,Shape__Area,Shape__Length
433,NP100734,SA100365,"Forest, The",Subdivision,Unit 3,1989-08-02T00:00:00.000Z,P:\ForestThe\plat_geo\Unit3_19890802.tif,X:\Records\Plats\Forest\Final\Unit3_19890802.tif,http:\\gis.johnscreekga.gov\docs\ForestThe\plat_geo\Unit3_19890802.tif,http://gis.johnscreekga.gov/docs_records/Plats/Forest/Final/Unit3_19890802.tif,Final,,092b761b-40c9-4e82-ab16-657babe687a7,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,37034.5859375,1537.58720992885
434,NP100735,SA100365,"Forest, The",Subdivision,Unit 4,1990-01-26T00:00:00.000Z,P:\ForestThe\plat_geo\Unit4_19900126.tif,X:\Records\Plats\Forest\Final\Unit4_19900126.tif,http:\\gis.johnscreekga.gov\docs\ForestThe\plat_geo\Unit4_19900126.tif,http://gis.johnscreekga.gov/docs_records/Plats/Forest/Final/Unit4_19900126.tif,Final,,5f9a0d47-a6f3-44f8-b056-eda595cf4c1f,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,39493.30859375,1619.20051298247
435,NP100736,SA100365,"Forest, The",Subdivision,Unit 2,1988-09-30T00:00:00.000Z,P:\ForestThe\plat_geo\Unit2_19880930.tif,X:\Records\Plats\Forest\Final\Unit2_19880930.tif,http:\\gis.johnscreekga.gov\docs\ForestThe\plat_geo\Unit2_19880930.tif,http://gis.johnscreekga.gov/docs_records/Plats/Forest/Final/Unit2_19880930.tif,Final,,4979e674-89b4-4797-b810-d75d66e534ea,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,46386.61328125,2280.56751964604
436,NP100738,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 9,1998-11-24T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit9_19981124pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 9 19981124.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit9_19981124pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 9 19981124.tif,Final,,ce7a3bb3-d692-4ee0-9bb1-ceb6bf5f56d0,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,72685.0625,2410.38187936236
437,NP100740,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 8,1998-02-27T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit8_199803249pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 8 199803249.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit8_199803249pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 8 199803249.tif,Final,,da651ec2-97cf-472e-a631-ec32a471482f,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,103956.23046875,2974.019866781
438,NP100741,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 7,1997-03-05T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit7_19970305pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 7 19970305.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit7_19970305pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 7 19970305.tif,Final,,526ba0c0-de0e-4db3-bc42-721a2fb87be8,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,88175.140625,2614.34297668903
439,NP100742,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 7,1997-03-05T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit7_19970305pg2.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 7 19970305.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit7_19970305pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 7 19970305.tif,Final,,e4681b62-e30a-4391-8af7-3fbe841a519c,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,25083.11328125,967.8062487875
440,NP100743,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 6,1995-10-05T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit6pg4.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 6.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit6pg4.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 6.tif,Final,,094621fe-461e-4e53-9602-08d75fcdffd9,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,20014.0390625,740.088727678749
441,NP100744,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 6,1995-10-05T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit6pg2.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 6.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit6pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 6.tif,Final,,30b9aef6-7255-4bf1-84f8-c910aab4ef0d,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,66136.21484375,1733.35583789498
442,NP100745,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 6,1995-10-05T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit6pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 6.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit6pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 6.tif,Final,,f02f5fd3-f664-47af-bb5b-b27fabfd5a1a,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,31163.3046875,1168.00930451058
443,NP100746,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 5C,1999-09-08T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit5C_19990908pg1.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 5C 19990908.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit5C_19990908pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 5C 19990908.tif,Final,,c71ace0c-7458-4e38-9174-f975336c3f2d,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,27596.48828125,1075.16830057407
444,NP100748,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 5B,1995-05-15T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit5B_19950515pg1.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 5B 19950515.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit5B_19950515pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 5B 19950515.tif,Final,,88bd5bcf-43dd-476b-a2ca-8e7586777eb1,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,53452.65625,1892.99882042402
445,NP100749,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 5A,1995-07-14T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit5A_19950714pg2.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 5A 19950714.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit5A_19950714pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 5A 19950714.tif,Final,,898b390b-d4f2-4dc5-838a-67d037048114,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,56435.87109375,2308.49545391315
446,NP100750,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 4B,1997-09-30T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit4B_19970930pg3.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 4B 19970930.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit4B_19970930pg3.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 4B 19970930.tif,Final,,e28b097d-d137-4ddd-9345-36166c8b8c6f,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,124196.890625,3893.02108675689
447,NP100751,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 4,2002-02-08T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit4_20020208pg2.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 4 20020208.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit4_20020208pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 4 20020208.tif,Final,,51e35b01-d555-4c24-8111-a8281d8a6e79,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,111234.46875,3600.80842606104
448,NP100757,SA100427,Willow Run,Subdivision,"Phase 1, Unit 2",1985-03-04T00:00:00.000Z,P:\WillowRun\plat_geo\Phase1_Unit2_19850304.tif,,http:\\gis.johnscreekga.gov\docs\WillowRun\plat_geo\Phase1_Unit2_19850304.tif,,,,0de8fb9c-b22e-4136-ae27-f46cb9b8f84d,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,51525.3203125,2079.67084079654
449,NP100761,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 3,2005-02-13T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit3_19950213.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\UNIT 3 19950213.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit3_19950213.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/UNIT 3 19950213.tif,Final,,195aa930-4091-4e95-b709-9efbf113bf4a,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,50898.29296875,1742.69967203281
450,NP100763,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 2,1998-10-12T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit2_19981012.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 2 19981012.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit2_19981012.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 2 19981012.tif,Final,,4fd023ca-9859-456e-92ad-dfde429a9ce0,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,106682.796875,3692.23139229284
451,NP100765,SA100400,"Falls of Autry Mill, The",Subdivision,Unit 1,1993-10-15T00:00:00.000Z,P:\FallsOfAutryMill\plat_geo\Unit1_20000103.tif,X:\Records\Plats\Falls_of_Autry_Mill\Final\Unit 1 20000103.tif,http:\\gis.johnscreekga.gov\docs\FallsOfAutryMill\plat_geo\Unit1_20000103.tif,http://gis.johnscreekga.gov/docs_records/Plats/Falls_of_Autry_Mill/Final/Unit 1 20000103.tif,Final,,40a7296f-899b-480f-ba89-b0e63849a09f,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,283020.359375,7221.92411442162
452,NP100771,SA100427,Willow Run,Subdivision,Phase 3,1986-12-03T00:00:00.000Z,P:\WillowRun\plat_geo\Phase3_19861203.tif,X:\Records\Plats\Willow_Run\Final\Phase3_19861203.tif,http:\\gis.johnscreekga.gov\docs\WillowRun\plat_geo\Phase3_19861203.tif,http://gis.johnscreekga.gov/docs_records/Plats/Willow_Run/Final/Phase3_19861203.tif,Final,,403d269d-1c44-42b6-a282-274841d24ef0,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,109730.15234375,3701.02590650035
453,NP100777,SA100373,Waterford,Subdivision,"Unit 2, Section 1",1992-04-17T00:00:00.000Z,P:\Waterford\plat_geo\Unit1and2Section1_19920417pg2.tif,X:\Records\Plats\Waterford\Final\Unit1and2Section1_19920417pg2.tif,http:\\gis.johnscreekga.gov\docs\Waterford\plat_geo\Unit1and2Section1_19920417pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Waterford/Final/Unit1and2Section1_19920417pg2.tif,Final,,59c4f45f-b839-4e87-8228-c5d059a4aabd,2013-06-13T13:38:45.000Z,2015-05-05T00:00:00.000Z,95907.109375,3222.50653032226
454,NP100779,SA100373,Waterford,Subdivision,"Unit 2, Section 2",1993-03-05T00:00:00.000Z,P:\Waterford\plat_geo\Unit2Section2_19930305pg1.tif,X:\Records\Plats\Waterford\Final\Unit2Section2_19930305pg1.tif,http:\\gis.johnscreekga.gov\docs\Waterford\plat_geo\Unit2Section2_19930305pg1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Waterford/Final/Unit2Section2_19930305pg1.tif,Final,,696310e1-6f50-48e6-a9d7-18ef0bff84a6,2013-06-13T13:38:45.000Z,2013-06-13T13:38:45.000Z,85496.3671875,2843.27647197219
455,NP100781,SA100269,Farmbrook,Subdivision,Unit 1,1972-05-30T00:00:00.000Z,P:\Farmbrook\plat_geo\Unit1.tif,X:\Records\Plats\Farmbrook\Final\Unit1.tif,http:\\gis.johnscreekga.gov\docs\Farmbrook\plat_geo\Unit1.tif,http://gis.johnscreekga.gov/docs_records/Plats/Farmbrook/Final/Unit1.tif,Final,,16d5ccef-7ae9-4fca-aed5-1b2d23ed617b,2013-06-13T13:38:46.000Z,2014-08-28T00:00:00.000Z,137771.77734375,2742.65967856382
456,NP100783,SA100269,Farmbrook,Subdivision,Unit 2,1999-05-28T00:00:00.000Z,P:\Farmbrook\plat_geo\Unit2_19990528.tif,X:\Records\Plats\Farmbrook\Final\Unit2_19990528.tif,http:\\gis.johnscreekga.gov\docs\Farmbrook\plat_geo\Unit2_19990528.tif,http://gis.johnscreekga.gov/docs_records/Plats/Farmbrook/Final/Unit2_19990528.tif,Final,,ac488e38-2117-44a9-96f5-8ba6fc6befb6,2013-06-13T13:38:46.000Z,2014-07-23T00:00:00.000Z,217590.6640625,3370.54391330741
457,NP100785,SA100269,Farmbrook,Subdivision,Unit 3,1981-12-11T00:00:00.000Z,P:\Farmbrook\plat_geo\Unit3_19811211.tif,X:\Records\Plats\Farmbrook\Final\Unit3_19811211.tif,http:\\gis.johnscreekga.gov\docs\Farmbrook\plat_geo\Unit3_19811211.tif,http://gis.johnscreekga.gov/docs_records/Plats/Farmbrook/Final/Unit3_19811211.tif,Final,,249f9206-773a-4f5a-b736-a3d0b06c7ace,2013-06-13T13:38:46.000Z,2014-07-23T00:00:00.000Z,198402.828125,3687.16338829396
458,NP100789,SA100288,Feather Sound,Subdivision,,1986-08-01T00:00:00.000Z,P:\FeatherSound\plat_geo\19860801.tif,X:\Records\Plats\Feather_Sound\Final\19860801.tif,http:\\gis.johnscreekga.gov\docs\FeatherSound\plat_geo\19860801.tif,http://gis.johnscreekga.gov/docs_records/Plats/Feather_Sound/Final/19860801.tif,Final,,b42e688f-f2ea-4b98-95b7-ee7d29ee2bd2,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,49186.078125,2296.41249650205
459,NP100790,SA100325,Fox Creek,Subdivision,Unit 1,1991-08-23T00:00:00.000Z,P:\FoxCreek\plat_geo\Unit1.tif,"X:\Records\Plats\Fox Creek (LL 180, 181 Dist 1-1)\Final\Unit1_.tif",http:\\gis.johnscreekga.gov\docs\FoxCreek\plat_geo\Unit1.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Fox Creek (LL 180, 181 Dist 1-1)/Final/Unit1_.tif",Final,,365f79ac-6043-4356-aa59-89a1d9b9c582,2013-06-13T13:38:46.000Z,2015-09-08T00:00:00.000Z,103609.109375,3432.81775052715
460,NP100792,SA100325,Fox Creek,Subdivision,Unit 2,1991-12-23T00:00:00.000Z,P:\FoxCreek\plat_geo\Unit2_19911223.tif,"X:\Records\Plats\Fox Creek (LL 180, 181 Dist 1-1)\Final\Unit2_19911223.tif",http:\\gis.johnscreekga.gov\docs\FoxCreek\plat_geo\Unit2_19911223.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Fox Creek (LL 180, 181 Dist 1-1)/Final/Unit2_19911223.tif",Final,,04d1fec0-c130-4447-a2fe-339bdf3a6a7a,2013-06-13T13:38:46.000Z,2015-09-08T00:00:00.000Z,89981.77734375,2516.68781964127
461,NP100793,SA100259,Foxworth,Subdivision,Unit 1,1997-02-28T00:00:00.000Z,P:\Foxworth\plat_geo\Unit1_19890623.tif,X:\Records\Plats\Foxworth\Final\Unit1_19890623.tif,http:\\gis.johnscreekga.gov\docs\Foxworth\plat_geo\Unit1_19890623.tif,http://gis.johnscreekga.gov/docs_records/Plats/Foxworth/Final/Unit1_19890623.tif,Final,,098c08c4-a1d0-4454-8f48-061b33c6e5f3,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,94000.51171875,2817.23242409909
462,NP100795,SA100259,Foxworth,Subdivision,Unit 4,1989-09-06T00:00:00.000Z,P:\Foxworth\plat_geo\Unit4.tif,X:\Records\Plats\Foxworth\Final\Unit4.tif,http:\\gis.johnscreekga.gov\docs\Foxworth\plat_geo\Unit4.tif,http://gis.johnscreekga.gov/docs_records/Plats/Foxworth/Final/Unit4.tif,Final,,7393b239-9a74-48ba-bf8e-cf321158639e,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,71464.14453125,2058.27575582864
463,NP100796,SA100259,Foxworth,Subdivision,Unit 3,1992-02-10T00:00:00.000Z,P:\Foxworth\plat_geo\Unit3_19920210.tif,X:\Records\Plats\Foxworth\Final\Unit3_19920210.tif,http:\\gis.johnscreekga.gov\docs\Foxworth\plat_geo\Unit3_19920210.tif,http://gis.johnscreekga.gov/docs_records/Plats/Foxworth/Final/Unit3_19920210.tif,Final,,8c091ff3-9c08-4a92-b2c5-da1cd836d794,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,86430.1328125,2295.07202414938
464,NP100798,SA100366,"Gates, The",Subdivision,Unit 2,1996-02-21T00:00:00.000Z,P:\GatesThe\plat_geo\Unit2_19960221.tif,X:\Records\Plats\Gates\Final\Unit2_19960221.tif,http:\\gis.johnscreekga.gov\docs\GatesThe\plat_geo\Unit2_19960221.tif,http://gis.johnscreekga.gov/docs_records/Plats/Gates/Final/Unit2_19960221.tif,Final,,9f099761-58dd-43d8-a80a-9b588c9142db,2013-06-13T13:38:46.000Z,2014-12-04T00:00:00.000Z,118118.1484375,3397.22465693425
465,NP100799,SA100366,"Gates, The",Subdivision,Unit 1,1995-03-24T00:00:00.000Z,P:\GatesThe\plat_geo\Unit1_19950324.tif,X:\Records\Plats\Gates\Final\Unit1_19950324.tif,http:\\gis.johnscreekga.gov\docs\GatesThe\plat_geo\Unit1_19950324.tif,http://gis.johnscreekga.gov/docs_records/Plats/Gates/Final/Unit1_19950324.tif,Final,,8294cf0b-f918-40ee-b8ec-551ebfbbaf82,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,48361.4296875,1925.7837857848
466,NP100802,SA100369,"Vicarage, The",Subdivision,Recreation Area,1993-05-07T00:00:00.000Z,P:\Vicarage\plat_geo\RecreationArea_19930507.tif,X:\Records\Plats\Vicarage\Final\RecreationArea_19930507.tif,http:\\gis.johnscreekga.gov\docs\Vicarage\plat_geo\RecreationArea_19930507.tif,http://gis.johnscreekga.gov/docs_records/Plats/Vicarage/Final/RecreationArea_19930507.tif,Final,,0dc8261e-72e5-477c-813b-59753a1e91b8,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,38949.3515625,962.911065290791
467,NP100803,SA100403,Highland Park,Subdivision,"Unit 2, Phase 3",1992-11-13T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit2Phase3_19921113.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit2Phase3_19921113.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit2Phase3_19921113.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit2Phase3_19921113.tif,Final,,68096322-0d10-443f-a006-72af6f1b08a2,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,50697,1850.47714978347
468,NP100804,SA100403,Highland Park,Subdivision,"Unit 1, Phase 2B",1992-04-17T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit1Phase2B_19920417.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit1Phase2B_19920417.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit1Phase2B_19920417.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit1Phase2B_19920417.tif,Final,,5d97add4-a812-4cdc-9a86-400b4778a0d3,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,50094.703125,2212.28634957965
469,NP100806,SA100403,Highland Park,Subdivision,"Unit 2, Phase 2",1992-09-11T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit2Phase2_19920911.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit2Phase2_19920911.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit2Phase2_19920911.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit2Phase2_19920911.tif,Final,,e3fbb933-a6fd-4cd3-af35-d0b90e2822d7,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,19467.578125,846.771185563888
470,NP100807,SA100403,Highland Park,Subdivision,"Unit 2, Phase 1",1993-03-03T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit2Phase1_19930303.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit2Phase1_19930303.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit2Phase1_19930303.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit2Phase1_19930303.tif,Final,,6c4a9f78-8434-48bc-81cc-685120f475b5,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,56792.4765625,2055.85953616801
471,NP100809,SA100451,Timberstone,Subdivision,Section 2,1978-06-14T00:00:00.000Z,P:\Timberstone\plat_geo\Section2_19780614.tif,X:\Records\Plats\Timberstone\Final\Section2_19780614.tif,http:\\gis.johnscreekga.gov\docs\Timberstone\plat_geo\Section2_19780614.tif,http://gis.johnscreekga.gov/docs_records/Plats/Timberstone/Final/Section2_19780614.tif,Final,,773437b6-baca-4111-b55d-67f6b9757fb9,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,190323.14453125,4914.17687232444
472,NP100810,SA100517,Haynes Landing,Subdivision,Unit 1,1986-03-07T00:00:00.000Z,P:\HaynesLanding\plat_geo\Unit1_19860307.tif,X:\Records\Plats\Haynes_Landing\Final\Unit1_19860307.tif,http:\\gis.johnscreekga.gov\docs\HaynesLanding\plat_geo\Unit1_19860307.tif,http://gis.johnscreekga.gov/docs_records/Plats/Haynes_Landing/Final/Unit1_19860307.tif,Final,,3b0b1bf5-5290-4d9e-a6ab-84f344370c9f,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,26039.74609375,1243.07620474877
473,NP100813,SA100517,Haynes Landing,Subdivision,Unit 2,1985-04-24T00:00:00.000Z,P:\HaynesLanding\plat_geo\UNit2_19850424.tif,X:\Records\Plats\Haynes_Landing\Final\Unit2_19850424.tif,http:\\gis.johnscreekga.gov\docs\HaynesLanding\plat_geo\UNit2_19850424.tif,http://gis.johnscreekga.gov/docs_records/Plats/Haynes_Landing/Final/Unit2_19850424.tif,Final,,4283bf02-462a-4a2d-979a-79f6e3decba9,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,127891.41015625,3903.03238933828
474,NP100815,SA100283,Concord Hall,Subdivision,"Unit 2, Section 2",1989-06-02T00:00:00.000Z,P:\ConcordHall\plat_geo\Unit2Section2_19890602.tif,X:\Records\Plats\Concord_Hall\Final\Unit2Section2_19890602.tif,http:\\gis.johnscreekga.gov\docs\ConcordHall\plat_geo\Unit2Section2_19890602.tif,http://gis.johnscreekga.gov/docs_records/Plats/Concord_Hall/Final/Unit2Section2_19890602.tif,Final,,cac9846b-7caf-4cab-830d-d566e6c0fff5,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,21232.1484375,697.018392377402
475,NP100817,SA100403,Highland Park,Subdivision,"Unit 1, Phase 1",1989-06-02T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit1Phase1_19890602.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit1Phase1_19890602.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit1Phase1_19890602.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit1Phase1_19890602.tif,Final,,593f2a09-abc4-47c7-9e12-d4e812e5d23a,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,58690.61328125,2357.77811613563
476,NP100818,SA100403,Highland Park,Subdivision,"Unit 1, Phase 2A",1992-04-03T00:00:00.000Z,P:\HighlandPark\plat_geo\Unit1Phase2A_19920403.tif,X:\Records\Plats\Highland_Park_AKA_Ashewoode\Final\Unit1Phase2Z_19920403.tif,http:\\gis.johnscreekga.gov\docs\HighlandPark\plat_geo\Unit1Phase2A_19920403.tif,http://gis.johnscreekga.gov/docs_records/Plats/Highland_Park_AKA_Ashewoode/Final/Unit1Phase2Z_19920403.tif,Final,,94a1edff-fea9-4d79-923f-fbd137b5472a,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,12179.83203125,815.772264070595
477,NP100824,SA100369,"Vicarage, The",Subdivision,Unit 1,1992-05-01T00:00:00.000Z,P:\Vicarage\plat_geo\Unit1_19920501.tif,X:\Records\Plats\Vicarage\Final\Unit1_19920501.tif,http:\\gis.johnscreekga.gov\docs\Vicarage\plat_geo\Unit1_19920501.tif,http://gis.johnscreekga.gov/docs_records/Plats/Vicarage/Final/Unit1_19920501.tif,Final,,5288bf1f-c93a-48ad-bb70-932457ea6339,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,22743.8125,1053.39127353861
478,NP100826,SA100369,"Vicarage, The",Subdivision,Unit 2,1991-09-20T00:00:00.000Z,P:\Vicarage\plat_geo\Unit2_19910920.tif,X:\Records\Plats\Vicarage\Final\Unit2_19910920.tif,http:\\gis.johnscreekga.gov\docs\Vicarage\plat_geo\Unit2_19910920.tif,http://gis.johnscreekga.gov/docs_records/Plats/Vicarage/Final/Unit2_19910920.tif,Final,,28979417-3851-4492-ab3d-b85a434ce036,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,40217.7890625,1816.64522153249
479,NP100829,SA100369,"Vicarage, The",Subdivision,"Unit 3, Phase 1",1994-12-02T00:00:00.000Z,P:\Vicarage\plat_geo\Unit3Phase1_19941202.tif,X:\Records\Plats\Vicarage\Final\Unit3Phase1_19941202.tif,http:\\gis.johnscreekga.gov\docs\Vicarage\plat_geo\Unit3Phase1_19941202.tif,http://gis.johnscreekga.gov/docs_records/Plats/Vicarage/Final/Unit3Phase1_19941202.tif,Final,,7fe0fb1c-2005-454a-af8e-4cac84eca059,2013-06-13T13:38:46.000Z,2013-06-13T13:38:46.000Z,43092.59765625,2075.45631083498
