OBJECTID_1,Status,FACTYPE1,FACTYPE2,ON_OFFROAD,REGION1,REGION2,Signed,Net_Aff,Comments,State_Rte,Surf_Struc,Marked,Signed_Rte,Edited,NAME,FEAT_MOD_D,WIDTH_USFT,Length_Miles,GlobalID,last_edited_date
1009,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Macduff to Centennial Crossing Clubhouse,No,Hard, , ,,1406, ,9,0.450959,{A3C08C05-0F1D-4696-B475-0A60AFA50E13},
1010,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.015412,{941A315E-7CCF-4B43-A1FC-DEBADA2198E3},
1011,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005983,{81B43084-2B3A-4310-BB5A-A97EF0DCE53B},
1012,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.028049,{79EC9402-C053-45BC-BA0E-17737A549C40},
1013,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Newgate Rd. to T-25,No,Hard, , ,,2001, ,9,0.081122,{565EDFC1-CAF3-4E32-8328-EFC74991F94B},
1014,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006464,{F6C21A45-EDCA-4BCF-A8F4-5C76A9CC8295},
1015,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00536,{C57317DB-9019-41C0-B439-B92236C1D9CF},
1016,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.019085,{6776F661-8A67-4191-A110-383E2BD62EF5},
1017,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013347,{17063D17-93A0-44F7-A426-CC501E240DEF},
1018,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010885,{33BBDFD5-CC9E-4562-BC86-4B5AF175E8B8},
1019,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007757,{E8B17EF2-4C95-4A5D-8264-A302427423F1},
1020,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.032181,{2CF38DCC-4ECA-425F-8E30-83E718964CD3},
1021,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006961,{9427D5C5-47DA-49D3-B267-102C334CB608},
1022,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005592,{B440CEF9-C74C-4873-9806-6BFF1619C88B},
1023,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013268,{3CC811B5-1BD4-46A5-A937-750F96BE174B},
1024,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.027197,{EFA5FC65-107D-495E-8C4D-3248C358C464},
1025,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008751,{0EAEA666-995E-4609-B684-5C8A8FC57C22},
1026,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.02847,{796D840C-CB52-40AB-BD7A-A24217307142},
1027,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.018785,{7BDB1B31-DE35-4C66-AE9F-A5AAA3EAEEDC},
1028,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.028304,{1A3F0308-8ED0-4B57-85C9-68512F39B362},
1029,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,0801 to Taco Bell Tunnel,No,Hard, , ,,0802, ,8,0.300024,{EFBD9949-7409-423D-81A2-B627C36E2F1E},
1030,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.020803,{FC4F3278-D1BC-4323-B01B-AF07CCF47560},
1031,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005474,{600DB9E3-2FC0-48BA-B7EC-DB90B5FF874C},
1032,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Marks Style to Robinson Rd.,No,Hard, , ,,0612, ,8,0.150362,{B5EFAD27-3583-409A-A9F4-25D48E210E4C},
1033,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008152,{A2F01342-3C97-481C-83E3-92CEAE2B56A7},
1034,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006006,{1E8C465B-510B-489F-85EA-97C7A390B428},
1035,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004982,{85B79B49-4164-4E88-9C58-DB01ADA01109},
1036,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006881,{11BDCB3C-BCE6-4B19-9AD8-A4470BCECD1D},
1037,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005178,{071AF195-5B62-4AEC-ABFC-17830E92F8A8},
1038,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00543,{0B324A5E-E209-48E7-A88F-E8B3D6AF16AC},
1039,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.012273,{C8348E06-8B93-4831-99A1-2535ED970F51},
1040,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008436,{0EB31AA2-DA79-41F7-BE69-DB547482FA1E},
1041,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006824,{C10E9DB8-93EA-4832-8A51-BF3CA9D9F296},
1042,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005531,{CBC70ECE-A251-4F75-9506-B2A4BDE74F48},
1043,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.015215,{92020B72-A1A1-448C-AE79-1131505B25DD},
1044,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From Fishers Luck to Peachtree Pkwy.,No,Hard, , ,,1108, ,8,0.313507,{93AFA01E-AD05-41D4-BA0D-185C1B947C99},
1045,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007532,{B747F665-91AC-4038-AEB6-E9865C2BCB7A},
1046,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,S-Curve to Windgate Tunnel,No,Hard, , ,,1260, ,8,0.312674,{C2DCF501-94E3-4579-8F0C-DD79575953EF},
1047,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.019555,{72B0D133-95BA-4186-9667-73BCB082A4C0},
1048,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.025857,{D48E74CA-B176-4068-9292-5B1FB16CD443},
1049,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1112 to Booth Middle School,No,Hard, , ,,1123, ,8,0.203488,{76D3DF6E-7E73-49E9-9ADC-F86C83656C5A},
1050,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007418,{7787CAAE-EE3F-4354-AA6C-D81985131132},
1051,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007915,{DF84F5ED-96EB-4331-890C-ED47F086965E},
1052,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.01128,{261689BD-D6DE-49C8-BCB2-742284C0AC5D},
1053,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006477,{9FF2D77D-FBAE-48B5-8605-C45E21284B19},
1054,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Greers Mountain to Interlochen/N. Pkwy,No,Hard, , ,,1608, ,8,0.36873,{64738713-4A1F-4EAD-BF63-FA758B9A23B0},
1055,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005254,{B48F054C-662A-482F-B4D6-E80835D4C3CA},
1056,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,from Southern Trace to Lexington Park.,No,Hard, , ,,1828, ,9,0.221679,{56014F67-061F-4F34-82FE-ACD3E53602E7},
1057,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005748,{6C85B509-1663-4DB2-88E9-155672399411},
1058,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.015641,{183DED98-5620-4B6F-B3A5-91A95B9B9786},
1059,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.020862,{467E76D8-EAA9-463E-9B2A-D766C59B4443},
1060,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.018535,{0C12062C-6B63-4CD6-B0A0-B393D60154F0},
1061,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013087,{C955C5AF-776A-4CB1-9344-0C3ECB744ACF},
1062,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Sumner Rd. to Behind Buckhead Brewery,No,Hard, , ,,1836, ,10,0.398762,{4341234D-2776-4329-B986-788948574E8F},
1063,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011371,{B9898F43-02B6-4F12-A26A-EE7937BD9E6F},
1064,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.012939,{DAAD0EA9-1863-4E3C-938D-3E0E15AB05AA},
1065,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004729,{3417218A-05E9-4A8D-AB11-019D9876D73F},
1066,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006344,{B5901D41-3E35-41D5-AEC4-5BD8ED419ADA},
1067,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006411,{0D2430E7-FCF3-4A93-9E8B-6EE4A61625C9},
1068,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.022187,{7432DABD-C403-4115-8FE4-18C1496AA04C},
1069,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.016882,{D06F4AFB-813D-4C1A-935C-44867B67D2AF},
1070,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Kedron Village Shopping to Georgian Park,No,Hard, , ,,2005, ,9,0.293964,{53EB8A45-405C-46BF-BD35-311646FAAC4C},
1071,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013474,{3D9F258B-EE29-49CE-A159-25E6AA6D467C},
1072,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1619 to T-24,No,Hard, , ,,1620, ,8,0.191105,{D9A22DDA-8EEA-4160-BAF2-423BA1A3582B},
1073,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010862,{85C60CEA-EB54-497F-9985-015371F4E1B8},
1074,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005684,{22743F95-7D2F-4AF1-A092-1C82AF508DF8},
1075,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.019831,{2134BBBB-BDB9-4D55-82D2-85E3406EAA88},
1076,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007337,{AC1FA182-BB20-41D6-9222-7A88F861E746},
1077,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006791,{E77D16E9-EE50-4BA6-8DA9-B625EB69CA98},
1078,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00783,{4FBC7388-AF53-4269-A3A0-96796CA34AF1},
1079,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.018958,{1E2C03AA-862C-44A6-A6A3-6584F5DADFB0},
1080,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005474,{8775A100-99C5-4CE9-A7C2-8BFC1EAF8454},
1081,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006946,{BD5E0125-ADC6-4DB8-9859-D90A8C45DF76},
1082,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.009693,{8FF4C7B6-69BF-4674-BF9F-31C6F4397CE7},
1083,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013886,{52F02855-03FE-4B87-9C7B-951EA8440F57},
1084,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004821,{ADDDB00E-E1D2-499E-AF0F-48E54E65A2F5},
1085,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008466,{BF4D3B08-AA75-44CD-81AA-1F9B13C6999A},
1086,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.0055,{2DB3DEC2-8DC5-4DE4-BAFB-D01B6C3EC56E},
1087,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Path #1126 to bridge 12 over SR54,No,Hard, , ,,1146, ,8,0.047055,{4894EA54-996C-4C9F-ADE1-3FCBD23FE7C8},
1088,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Northlake Dr. to Bridge 12,No,Hard, , ,,1537, ,8,0.182914,{C43590A3-6B78-4B8D-9671-21065F094A9D},
1089,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.048297,{D0877BEE-1EBE-47C9-9004-E5C5BB488E4C},
1090,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010248,{26D68CB9-78D4-4312-8CBD-8041FAB5A18A},
1091,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00628,{FC6FB749-76D5-4B6A-BDEB-1EB127ADA982},
1092,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,City Hall dr. to Picnic Park Dr.,No,Hard, , ,,1137, ,9,0.050372,{00F7F220-5583-4AE5-B613-08E48CB0DB04},
1093,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008009,{53CB7973-E259-4A3C-B080-1BC36E3DD0FA},
1094,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.037859,{BA860E01-9B1D-425F-822B-849E503C68BA},
1095,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011503,{DF5D2D58-7E7F-4E24-B17A-C4106842EDC7},
1096,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011352,{0E705535-C36A-483B-B277-6A66FCABFC09},
1097,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Pebblestump Pt. To Cedar Pt. (along Hippocket),No,Hard, , ,,1130, ,8,0.612358,{1FC63DD0-50B1-4420-B4E5-0BEC0BABADAD},
1098,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007164,{4F84BD18-9FC5-4828-AD27-6C83F628A7E3},
1099,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008096,{44151BF4-25AE-41E7-AE68-BE2EBC30E926},
1100,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006757,{6C4DBEDC-3B52-4311-9FD6-3ECCF25A375E},
1101,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011892,{C78C5FCF-2EA4-4222-9CC5-EFBE2C08D76C},
1102,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.008571,{4FF77A92-ECFA-4902-9D41-7621AE45E701},
1103,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011245,{6C661542-A348-4932-BDB3-CA381AE60CA6},
1104,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.019492,{2A9F53E3-0FC8-4726-82F4-71887E20DF93},
1105,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.003043,{9E5381BD-E337-4172-8E78-2B7206B91FA8},
1106,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.025911,{F60A8E87-D2B0-488D-BB84-70137A8E63DF},
1107,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.010539,{BE0DB2AC-491F-4EF4-A58B-D0702E32C39A},
1108,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005966,{EE179768-D7B7-47AD-BC64-7AF2ED583910},
1109,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00887,{FF4C787C-AFC4-46B6-A5CE-29754CE1C086},
1110,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.012468,{6E01FA93-F7F2-40A7-82A1-EA55E656789B},
1111,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.011377,{6CA65824-0BAE-4FB3-B9FB-0FEE73B97268},
1112,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,NorthLake Dr. to Riley Pkwy.,No,Hard, , ,,1504, ,10,0.293544,{DD546BCF-F391-4369-B1EB-DA217BEBE14B},
1113,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006582,{005CC4A1-46A4-4CF5-9F21-A9134441CC4B},
1114,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.016468,{8F307FF3-F888-4946-90F0-58899B8AAC89},
1115,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005732,{DE538ED6-17EE-4332-A828-187C631FBED5},
1116,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.027721,{8CD9E097-4DD6-409A-BD1B-A83065DE18C4},
1117,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006438,{7CEB8A22-6247-4AFD-BB59-BA6A63FAB2C0},
1118,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007027,{55DE22EC-8E84-4724-B5D9-894A09B3A51A},
1119,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005334,{4AF0DC97-9C0F-41EB-BF52-5274410DA677},
1120,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004416,{ACB11D99-D52D-410C-9B79-E2E5BBB785F7},
1121,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.016983,{9AA5BBE6-9BAB-4D90-9385-FD579A5FD1CB},
1122,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007042,{16668DDF-7BFB-428C-B9E0-5C9014CD4B5D},
1123,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.013836,{5B4492EB-C30E-406A-8250-FE3A48E6C6DC},
1124,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Saddlebrook to 1251,No,Hard, , ,,1234, ,8,0.122716,{ADD4D3F5-0494-4E55-B950-AA034824AAF7},
1125,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.007433,{06CA9CBC-EE4F-4486-B0DA-AC5690B328F8},
1126,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.009093,{F20F0091-2702-4E76-B715-392D5F7F39BD},
1127,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,1620 to Kedron Elementary,No,Hard, , ,,1647, ,8,0.136022,{9AEE386E-DA31-47D1-A506-B4D619BEC2B9},
1128,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.019402,{7DFF1069-C54F-4307-BDA7-50828E01EBCC},
1129,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005986,{F014388B-18C4-4CF2-9E75-13958DE8CE35},
1130,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,From 2111 to Kedron Dr.,No,Hard, , ,,2112, ,9,0.131938,{A5093301-546C-42C0-A8E9-6512D9D055F8},
1131,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,off Path 2112 - Kedron Dr,No,Hard, , ,,2113, ,9,0.064748,{B3EBAD83-A82F-4CA8-AF81-B3A067736C20},
1132,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.006843,{337E788A-56A4-4538-B3A7-E235A941CD0D},
1133,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.01351,{873D7667-8161-44C4-BE81-F6811D63EFCB},
1134,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.004803,{638F75F9-A1E9-4270-8D14-55090066C0DD},
1135,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.00855,{A405B7D8-1499-40D3-B8A8-07A2F4DB3633},
1136,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.02885,{718695B9-9EA0-43ED-B07E-1DFB9FA89AE8},
1137,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City,Along City Circle to Stop Sign,No,Hard, , ,,1329, ,9,0.03953,{F31BCC66-9D01-4856-B7DE-0B724EDA97CE},
1138,,Golf Cart Path,Off Road Bike Facility,Off,Fayette County,Peachtree City, ,Peachtree City, ,No,Hard, , ,, , , ,0.005832,{73AD3A16-0538-49D9-BE85-D9A06BF5A04C},
