OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
419,13135050712,13135,"Census Tract 507.12, Gwinnett County",7012,446,ARC 10,2048.11010742,20.82180023,2068.92993164,3.20017004,0.0325341,3.23270011,050712,Gwinnett,108,30,43,35,-9,15,102,-1,-1.39999998,2.29999995,-6.4000001,-2.5,8.80000019,-19,-46,0,27,-38,-12,31,-4.19999981,1,3.20000005,-3.20000005,-0.60000002,3.79999995,-11,-17,-34,40,10,7,-28,-1.5,-3.0999999,4.5,1.5,1.10000002,-2.70000005,78,-33,9,102,-37,10,105,-6.5999999,-3.4000001,10,-8,-1.89999998,10,{AF4C0843-E98E-4523-9CBB-0936D2144ACB},
420,13135050719,13135,"Census Tract 507.19, Gwinnett County",5396,515,ARC 10,1454.34997559,12.59640026,1466.94995117,2.27241993,0.0196819,2.29210997,050719,Gwinnett,124,9,46,69,3,47,74,-3,-0.69999999,3.70000005,-3.70000005,0.30000001,3.29999995,-498,-257,-196,-45,-280,-123,-95,-4.9000001,2.5,2.4000001,-5.80000019,4.5,1.29999995,130,29,47,54,26,61,43,-1.60000002,-1.20000005,2.79999995,-2,0.89999998,1.10000002,-244,-219,-103,78,-251,-15,22,-9.5,0.60000002,8.80000019,-11.5,5.80000019,5.80000019,{53F9721C-A888-46EE-8456-18F8531B52CF},
421,13135050721,13135,"Census Tract 507.21, Gwinnett County",8608,690,ARC 10,2869.87011719,16.52540016,2886.39990234,4.48416996,0.0258209,4.51000023,050721,Gwinnett,135,43,51,41,37,21,77,0.69999999,-2.4000001,1.70000005,-0.69999999,-3.20000005,3.9000001,-309,-144,-147,-18,-155,-139,-15,-6.80000019,3.4000001,3.4000001,-5.5,-1,6.5,255,83,85,87,75,113,67,2.9000001,-5.9000001,3,0.30000001,0.69999999,-1,81,-18,-11,110,-43,-5,129,-3.20000005,-5,8.19999981,-5.9000001,-3.5,9.30000019,{C7C3BC30-4A5A-4430-A72D-AE4C45B7EF77},
422,13135050709,13135,"Census Tract 507.09, Gwinnett County",12864,757,ARC 10,4893.75976563,135.32699585,5029.08984375,7.64650011,0.211448,7.85795021,050709,Gwinnett,70,14,41,15,-12,16,66,-1.20000005,0.30000001,0.89999998,-6,-2.0999999,8.10000038,134,42,62,30,150,-6,-10,0.40000001,-1.70000005,1.39999998,14.19999981,-7.69999981,-6.4000001,393,121,172,100,66,243,84,0.40000001,-3.5999999,3.20000005,-9.69999981,10.19999981,-0.5,597,177,275,145,204,253,140,-0.40000001,-5.0999999,5.4000001,-1.5,0.30000001,1.20000005,{F5987654-CD88-47D7-A04A-DD02F2989A60},
423,13135050715,13135,"Census Tract 507.15, Gwinnett County",5890,531,ARC 10,1750.61999512,1.49127996,1752.10998535,2.73534012,0.00233012,2.73766994,050715,Gwinnett,92,2,56,34,0,27,65,-5.69999981,1.5,4.19999981,-6.4000001,-2.9000001,9.39999962,33,-13,38,8,1,21,11,-4.0999999,3.79999995,0.40000001,-1.60000002,1.29999995,0.30000001,176,43,61,72,41,48,87,0.2,-5.80000019,5.5,-0.89999998,-4.0999999,5,301,32,155,114,42,96,163,-9.60000038,-0.5,10.10000038,-9,-5.69999981,14.69999981,{B350CEF4-60C7-4269-A2D9-D1422DFD56B0},
424,13135050415,13135,"Census Tract 504.15, Gwinnett County",3763,386,ARC 10,2083.86010742,28.85700035,2112.7199707,3.25603008,0.0450891,3.30113006,050415,Gwinnett,-373,54,-448,21,276,-450,-199,3.20000005,-4.69999981,1.39999998,7.9000001,-5.9000001,-2,-2893,-1066,-1314,-513,-1662,-830,-401,-4,6,-2,-16.5,4.5,12,-102,-128,-86,112,39,-195,54,-4.4000001,-1.29999995,5.69999981,3,-7.0999999,4.0999999,-3368,-1140,-1848,-380,-1347,-1475,-546,-5.19999981,0.1,5.0999999,-5.5999999,-8.5,14.10000038,{6C921FA0-B586-4D0C-8905-6E123BA9B96A},
425,13135050718,13135,"Census Tract 507.18, Gwinnett County",8383,632,ARC 10,3021.62988281,26.91690063,3048.55004883,4.72130013,0.0420577,4.76336002,050718,Gwinnett,-14,209,-373,150,25,-327,288,3.5,-5.9000001,2.5,0.5,-5.19999981,4.69999981,-169,-406,71,166,-298,9,120,-5.9000001,2.70000005,3.20000005,-3.9000001,1.10000002,2.79999995,1280,557,401,322,506,434,340,3.20000005,-4.5,1.29999995,0.89999998,-0.40000001,-0.5,1097,360,99,638,233,116,748,0.80000001,-7.69999981,6.9000001,-2.5,-4.5,7,{3EA913BE-A721-4080-874C-BF2603F1AECB},
426,13135050427,13135,"Census Tract 504.27, Gwinnett County",6452,442,ARC 10,1810.59997559,22.13619995,1832.73999023,2.82906008,0.0345878,2.8636601,050427,Gwinnett,38,-21,22,37,-33,16,55,-3.5999999,0.1,3.5,-5,-0.1,5.19999981,-123,-51,-62,-10,1,-84,-40,-2.20000005,0.69999999,1.5,4.5,-3.70000005,-0.80000001,650,111,368,171,214,236,200,-3.9000001,0.5,3.4000001,0.40000001,-2.29999995,1.89999998,565,39,328,198,182,168,215,-9.69999981,1.29999995,8.39999962,-0.1,-6.0999999,6.30000019,{DC285B56-BF72-4ABB-A419-BECD98C9757F},
427,13135050428,13135,"Census Tract 504.28, Gwinnett County",6445,295,ARC 10,1860.93994141,9.5330801,1870.47998047,2.90772009,0.0148954,2.92263007,050428,Gwinnett,-127,-62,-134,69,-90,-107,70,-1.70000005,-2.9000001,4.5999999,-3,-2.5,5.5,-102,-44,-44,-14,-35,-56,-11,-1.20000005,0.89999998,0.30000001,-0.60000002,-0.60000002,1.20000005,-193,-114,-101,22,-86,-127,20,-4.5999999,0.89999998,3.70000005,-2.70000005,-2.5999999,5.30000019,-422,-220,-279,77,-211,-290,79,-7.5,-1.10000002,8.60000038,-6.30000019,-5.5999999,12,{CB69002B-78EE-4921-B016-8A02A8105A5C},
428,13135050416,13135,"Census Tract 504.16, Gwinnett County",3453,471,ARC 10,1401.39001465,33.33010101,1434.7199707,2.18967009,0.0520783,2.24175,050416,Gwinnett,22,6,0,16,-1,14,9,-1.70000005,-6.0999999,7.80000019,-7.5,3.0999999,4.4000001,-53,-22,-12,-19,-28,-19,-6,-1.39999998,8.30000019,-6.9000001,-3.29999995,3.4000001,0,48,-22,42,28,-19,7,60,-24.29999924,11.19999981,13,-23.89999962,-9.39999962,33.29999924,17,-38,30,25,-48,2,63,-27.29999924,13.39999962,13.89999962,-34.79999924,-2.9000001,37.70000076,{2FC0B2D8-BE32-40DA-954A-A8EC220FCC06},
429,13135050425,13135,"Census Tract 504.25, Gwinnett County",5432,432,ARC 10,1748.85998535,12.52210045,1761.38000488,2.73258996,0.0195658,2.75216007,050425,Gwinnett,-6,-1,-18,13,-6,-4,4,0,-6.4000001,6.4000001,-2,-0.80000001,2.70000005,163,32,87,44,97,35,31,0.89999998,-3.0999999,2.0999999,13.89999962,-7.30000019,-6.5999999,-11,-29,7,11,-80,15,54,-7.30000019,3.5999999,3.70000005,-20.39999962,5,15.39999962,146,2,76,68,11,46,89,-6.30000019,-5.9000001,12.19999981,-8.5,-3.0999999,11.5,{2CBF8CDE-C725-40E9-9496-A5854252683A},
430,13135050526,13135,"Census Tract 505.26, Gwinnett County",4672,457,ARC 10,676.52398682,4.48792982,681.01202393,1.05707002,0.00701239,1.06408,050526,Gwinnett,-195,-44,-182,31,28,-141,-82,0.5,-4.80000019,4.30000019,5.30000019,-4.4000001,-0.80000001,-172,-83,-89,0,-7,-58,-107,-3.79999995,1.29999995,2.5,3.20000005,1.20000005,-4.4000001,-135,-56,-106,27,-80,-79,24,-3,-2.70000005,5.69999981,-5,-2.5,7.5,-502,-183,-377,58,-59,-278,-165,-6.30000019,-6.19999981,12.5,3.5,-5.80000019,2.29999995,{EF39A5F1-EC7D-4F50-8329-9E2A6253F950},
431,13135050431,13135,"Census Tract 504.31, Gwinnett County",8398,744,ARC 10,1334.09997559,8.56937027,1342.67004395,2.08453012,0.0133896,2.09791994,050431,Gwinnett,292,54,149,89,42,116,134,-1.60000002,-2.70000005,4.30000019,-3.9000001,-1.10000002,5,-134,-67,-96,29,-77,-42,-15,-3.0999999,-1.39999998,4.5,-3.5999999,1.39999998,2.0999999,-13,-15,-14,16,-3,-47,37,-1.10000002,-0.60000002,1.70000005,0,-3.70000005,3.70000005,145,-28,39,134,-38,27,156,-5.80000019,-4.69999981,10.5,-7.5,-3.4000001,10.80000019,{33469156-DD09-4D5B-8B4E-DDBD0701596C},
432,13135050426,13135,"Census Tract 504.26, Gwinnett County",6804,477,ARC 10,2096.06005859,4.97669983,2101.04003906,3.27508998,0.00777609,3.28288007,050426,Gwinnett,85,53,-13,45,49,22,14,4.69999981,-9.5,4.9000001,1.10000002,-1.20000005,0.1,-32,-13,-8,-11,-41,5,4,-0.5,1.20000005,-0.69999999,-4,2.5,1.5,117,60,27,30,75,28,14,3.29999995,-4.19999981,1,2.79999995,-2,-0.89999998,170,100,6,64,83,55,32,7.4000001,-12.60000038,5.0999999,-0.1,-0.60000002,0.69999999,{772C456A-5976-4A1D-8D41-4512356C73BB},
433,13135050430,13135,"Census Tract 504.30, Gwinnett County",5422,472,ARC 10,1549.58996582,63.66249847,1613.25,2.42123008,0.0994727,2.52069998,050430,Gwinnett,401,103,162,136,-90,364,127,-1.29999995,-1.70000005,2.9000001,-8.69999981,6.5999999,2.0999999,-407,-195,-187,-25,-31,-317,-59,-2.29999995,0.80000001,1.5,4,-4.5999999,0.60000002,237,62,25,150,123,46,68,-0.40000001,-3.5,4,1.29999995,-2.20000005,0.80000001,231,-30,0,261,2,93,136,-4,-4.4000001,8.39999962,-3.4000001,-0.2,3.5999999,{BA4BFAC1-7BBF-4CEE-A4AA-627E260B2EC2},
434,13121009501,13121,"Census Tract 95.01, Fulton County",3730,369,ARC 10,1112.7800293,6.1922102,1118.9699707,1.73872006,0.00967533,1.74838996,009501,Fulton,-166,23,-113,-76,-80,-104,18,9,-3.20000005,-5.80000019,-3.5,-8.39999962,11.89999962,-105,-25,-56,-24,-76,8,-37,0.2,0.30000001,-0.5,-9.39999962,8.30000019,1.20000005,158,2,120,36,9,29,120,-6.30000019,5.5999999,0.60000002,-4.80000019,-4.4000001,9.19999981,-113,0,-49,-64,-147,-67,101,3,2.70000005,-5.69999981,-17.70000076,-4.5999999,22.29999924,{0D86A80B-D3D5-4357-914A-53EE4C549629},
435,13121011305,13121,"Census Tract 113.05, Fulton County",5431,700,ARC 10,723.80200195,1.22045004,725.02301025,1.13093996,0.00190695,1.13285005,011305,Fulton,243,-38,170,111,67,49,127,-25.60000038,10,15.60000038,-12.89999962,-3.5,16.39999962,-108,-15,-40,-53,-118,16,-6,1.60000002,4.19999981,-5.80000019,-14.19999981,9,5.19999981,-230,-14,-170,-46,-16,-99,-115,15,-12.89999962,-2.0999999,22.79999924,-8.19999981,-14.60000038,-95,-67,-40,12,-67,-34,6,-9.10000038,1.29999995,7.69999981,-4.4000001,-2.70000005,7.0999999,{B5FCB5A2-8FB5-4875-A13C-5F2DF106019F},
436,13121011306,13121,"Census Tract 113.06, Fulton County",2420,342,ARC 10,1771.43005371,0.53399497,1771.9699707,2.76785994,0.00083437,2.76869988,011306,Fulton,939,433,421,85,411,380,148,13.60000038,-13.60000038,0,-10.69999981,4.5999999,6.0999999,419,154,212,53,183,198,38,-1.89999998,0.89999998,1,-0.60000002,2.0999999,-1.5,1787,730,804,253,963,509,315,-0.5,-1.79999995,2.20000005,4.69999981,-7.0999999,2.4000001,3145,1317,1437,391,1557,1087,501,11.30000019,-14.5,3.20000005,-6.5999999,-0.40000001,7.0999999,{E1F23696-5D97-497A-AF11-6C216923AC79},
437,13121007706,13121,"Census Tract 77.06, Fulton County",9561,1074,ARC 10,3135.86010742,166.98199463,3302.84008789,4.8997798,0.26090899,5.16068983,007706,Fulton,1089,641,355,93,602,286,201,16.29999924,-16.5,0.2,19.70000076,-11.80000019,-7.9000001,-22,-148,119,7,-16,11,-17,-7.0999999,6.69999981,0.5,-0.40000001,1,-0.60000002,1047,339,542,166,335,407,305,-2.20000005,-0.2,2.5,-2.5,0.80000001,1.70000005,2114,832,1016,266,921,704,489,6.9000001,-10.10000038,3.0999999,16.89999962,-10.10000038,-6.80000019,{67C319B8-0B09-4DD7-A5F4-71BCFC6722E0},
438,13121007703,13121,"Census Tract 77.03, Fulton County",4420,442,ARC 10,1118.54003906,1.25776994,1119.79003906,1.74772,0.00196527,1.74967003,007703,Fulton,76,31,33,12,31,36,9,1.10000002,-1.29999995,0.2,-0.5,2.4000001,-1.89999998,-32,-29,-15,12,-26,-8,2,-4.69999981,0.2,4.5,-3.29999995,1,2.29999995,64,1,59,4,5,37,22,-4.4000001,6.30000019,-1.89999998,-4.5999999,2.9000001,1.70000005,108,3,77,28,10,65,33,-7.9000001,5.19999981,2.70000005,-8.39999962,6.30000019,2.0999999,{24FCE431-6436-496E-9706-AFC6DA727737},
439,13121003700,13121,"Census Tract 37, Fulton County",95,55,ARC 10,22.3845005,0,22.3845005,0.0349758,0,0.0349758,003700,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{73F24378-2311-42BA-B572-931CF6B1BA16},
440,13121011202,13121,"Census Tract 112.02, Fulton County",4367,613,ARC 10,792.77697754,0,792.77697754,1.23871005,0,1.23871005,011202,Fulton,1965,232,1270,463,367,624,974,-7.80000019,3.20000005,4.69999981,-11.10000038,-5.19999981,16.20000076,-2096,-314,-1439,-343,-232,-805,-1059,5.69999981,-7.5999999,1.89999998,20.20000076,-0.80000001,-19.39999962,1958,478,1136,344,712,1053,193,-0.89999998,2.20000005,-1.29999995,-7.19999981,8.19999981,-1,1827,396,967,464,847,872,108,-3.0999999,-2.20000005,5.30000019,1.89999998,2.20000005,-4.0999999,{272D8434-A911-4E6E-9FFB-CD089609AD87},
441,13121011100,13121,"Census Tract 111, Fulton County",2399,283,ARC 10,848.23199463,0,848.23199463,1.32535994,0,1.32535994,011100,Fulton,923,532,309,82,400,336,187,14.60000038,-12,-2.5999999,7.69999981,-4.4000001,-3.29999995,-1161,-626,-461,-74,-464,-540,-157,-18.39999962,12,6.4000001,-8.39999962,-3.0999999,11.5,699,135,418,146,-8,354,353,1,-1.60000002,0.60000002,-8.80000019,3.79999995,5,461,41,266,154,-72,150,383,-2.79999995,-1.60000002,4.30000019,-9.5,-3.70000005,13.19999981,{973FC226-8B12-459F-8A72-3ED37799DDD6},
442,13121011201,13121,"Census Tract 112.01, Fulton County",4359,488,ARC 10,928.36700439,2.04578996,930.4119873,1.45056999,0.00319655,1.45377004,011201,Fulton,-82,-10,-87,15,-25,-56,-1,2,-9.30000019,7.30000019,-0.89999998,-3.0999999,4,-44,-29,-14,-1,12,-34,-22,-5.80000019,3.0999999,2.70000005,7.0999999,-3.5,-3.5999999,-63,-7,-41,-15,-29,-27,-7,1.5,-1.79999995,0.2,-3.20000005,1.10000002,2.0999999,-189,-46,-142,-1,-42,-117,-30,-2.20000005,-8,10.30000019,3,-5.5,2.5999999,{3C80BB18-05DE-4939-AC61-3060BDBEEE82},
443,13121011303,13121,"Census Tract 113.03, Fulton County",9368,820,ARC 10,1733.66003418,1.17004001,1734.82995605,2.70883989,0.00182819,2.71066999,011303,Fulton,-1356,-262,-885,-209,-521,-588,-247,3.5,-4.80000019,1.29999995,-5.30000019,-5.19999981,10.5,-8,-35,27,0,-5,-12,9,-6,5.80000019,0.30000001,-0.5,-1.70000005,2.0999999,272,199,18,55,179,143,-50,18.20000076,-19.10000038,0.89999998,11.69999981,6,-17.70000076,-1092,-98,-840,-154,-347,-457,-288,15.69999981,-18.10000038,2.4000001,5.9000001,-0.80000001,-5.0999999,{9759B693-1218-42A3-A032-2EC99855E5BB},
444,13121008102,13121,"Census Tract 81.02, Fulton County",7329,1067,ARC 10,1782.36999512,4.93987989,1787.31005859,2.78495002,0.00771856,2.79267001,008102,Fulton,39,-6,29,16,-108,53,94,-2.5,1.10000002,1.39999998,-17.79999924,5.19999981,12.5,1750,211,1019,520,258,1122,370,-11.30000019,1.89999998,9.39999962,-8.80000019,12.60000038,-3.79999995,46,178,-132,0,220,-119,-55,6.80000019,-6.30000019,-0.5,8.5,-5.80000019,-2.5999999,1835,383,916,536,370,1056,409,-7,-3.29999995,10.30000019,-18.10000038,12,6.0999999,{0A50E6B9-0C90-490C-A8C3-A70C76B7225E},
445,13121007002,13121,"Census Tract 70.02, Fulton County",2216,527,ARC 10,1080.38000488,2.18540001,1082.56994629,1.68808997,0.00341469,1.69151998,007002,Fulton,776,278,417,81,357,285,134,7.30000019,-4.0999999,-3.20000005,13.5,-6.5999999,-6.9000001,-833,-322,-422,-89,-295,-299,-239,-10.80000019,7.30000019,3.4000001,-6,8.19999981,-2.20000005,-215,-44,-118,-53,-93,-129,7,-1.39999998,3.4000001,-2,-6.0999999,-1.89999998,8.10000038,-272,-88,-123,-61,-31,-143,-98,-4.9000001,6.5999999,-1.70000005,1.39999998,-0.30000001,-1.10000002,{38518A1F-AE61-4F48-BA69-E3EC3AB9A4B9},
446,13121011301,13121,"Census Tract 113.01, Fulton County",4574,476,ARC 10,1244.0300293,6.67802,1250.70996094,1.94379997,0.0104344,1.95422995,011301,Fulton,-6,-53,27,20,-49,7,36,-13.30000019,7.80000019,5.4000001,-12.10000038,2.29999995,9.80000019,178,84,68,26,105,42,31,7.5,-6.30000019,-1.20000005,8.10000038,-3.20000005,-4.9000001,-160,-115,-50,5,-126,-17,-17,-16.29999924,8.19999981,8.10000038,-14.80000019,7.9000001,6.9000001,12,-84,45,51,-70,32,50,-22,9.69999981,12.30000019,-18.79999924,7,11.80000019,{FD8F920A-1CBE-4946-9DB0-0906F9CD4E17},
447,13139001202,13139,"Census Tract 12.02, Hall County",6342,544,ARC 20,11773.90039063,64.59680176,11838.5,18.39669991,0.100933,18.49769974,001202,Hall,514,110,331,73,48,274,192,3.4000001,1.39999998,-4.80000019,-7.9000001,3.29999995,4.5999999,-270,-44,-171,-55,-1,-152,-117,1.70000005,0.2,-1.89999998,6.9000001,-2.5,-4.4000001,362,49,232,81,61,114,187,-3.20000005,0.1,3,-1.5,-7.19999981,8.69999981,606,115,392,99,108,236,262,1.89999998,1.70000005,-3.5999999,-2.5999999,-6.30000019,8.89999962,{1AA477D0-9B56-4E80-ABB7-E80DB4E79AFC},
448,13139000101,13139,"Census Tract 1.01, Hall County",4785,355,ARC 20,22880.40039063,423.6579895,23304,35.75059891,0.66196603,36.41249847,000101,Hall,129,39,57,33,17,77,35,0.30000001,-3.4000001,3.0999999,-6.4000001,2.79999995,3.5999999,-40,-39,15,-16,-44,-14,18,-5.5,7.5,-2,-6.19999981,1.29999995,4.9000001,163,53,38,72,55,48,60,2.0999999,-9.69999981,7.5,1.70000005,-5.5999999,4,252,53,110,89,28,111,113,-3.0999999,-5.5999999,8.69999981,-10.89999962,-1.5,12.5,{8E922530-8E0D-46A4-93A6-0B71B5841D4F},
449,13139000701,13139,"Census Tract 7.01, Hall County",6892,511,ARC 20,7345.56982422,15.35739994,7360.93017578,11.47749996,0.0239959,11.50150013,000701,Hall,-15,21,-70,34,-34,-39,58,2.79999995,-7,4.0999999,-3.5,-3.5,7.0999999,-214,-101,-91,-22,-21,-134,-59,-6.9000001,5.19999981,1.70000005,2.9000001,-3.29999995,0.40000001,232,9,105,118,24,51,157,-4,-4.80000019,8.80000019,-2.9000001,-7.19999981,10.10000038,3,-71,-56,130,-31,-122,156,-8.10000038,-6.5999999,14.69999981,-3.5999999,-14,17.60000038,{4B7B3EFB-3E6E-4348-82EF-E66B18625DF9},
450,13139000702,13139,"Census Tract 7.02, Hall County",5511,521,ARC 20,6900.08984375,22.8913002,6922.97998047,10.78139973,0.0357677,10.81719971,000702,Hall,41,-2,25,18,-12,19,34,-4.69999981,-0.5,5.19999981,-11.10000038,0,11.19999981,6,9,1,-4,2,-5,9,3.4000001,-1.20000005,-2.20000005,0.30000001,-3.29999995,3,-22,-24,-9,11,-12,-5,-5,-9.19999981,2.20000005,7.0999999,-3.4000001,2.0999999,1.29999995,25,-17,17,25,-22,9,38,-10.5,0.5,10,-14.19999981,-1.20000005,15.5,{1C653468-FDC6-4F11-B5BF-D8E22A3C111C},
451,13139000102,13139,"Census Tract 1.02, Hall County",3328,294,ARC 20,19625.30078125,250.32099915,19875.69921875,30.66449928,0.39112699,31.05579948,000102,Hall,-11,-28,1,16,-17,-45,51,-6.5,2,4.5999999,-3.4000001,-10.10000038,13.5,26,0,23,3,16,-3,13,-0.89999998,1.60000002,-0.69999999,2.0999999,-3,1,114,40,55,19,43,66,5,4.5,-3.5,-1,1.60000002,5,-6.5999999,129,12,79,38,42,18,69,-2.9000001,0,2.9000001,0.2,-8.10000038,7.9000001,{A2F1E1E1-B758-4F0E-97E1-AE0651353689},
452,13139000201,13139,"Census Tract 2.01, Hall County",5649,581,ARC 20,30846.19921875,858.79901123,31705,48.19720078,1.34186995,49.53910065,000201,Hall,151,60,59,32,56,59,36,8.19999981,-10.69999981,2.5999999,3,-3.20000005,0.2,215,-7,173,49,-13,131,97,-12.39999962,10.5,1.89999998,-15,6.80000019,8.19999981,-48,-13,-30,-5,-2,-52,6,-1,0.1,0.89999998,1.29999995,-5.4000001,4.0999999,318,40,202,76,41,138,139,-5.19999981,-0.2,5.30000019,-10.60000038,-1.89999998,12.5,{6DEA3F5A-03F2-47E2-97A1-C95C71C8CB3C},
453,13139000302,13139,"Census Tract 3.02, Hall County",7229,632,ARC 20,7532.29980469,2881.42993164,10413.70019531,11.76920033,4.50223017,16.27140045,000302,Hall,134,22,73,39,12,44,78,-0.89999998,-2.0999999,3,-6.80000019,-2.70000005,9.5,-15,-7,-6,-2,25,-36,-4,-0.89999998,0.60000002,0.30000001,6.19999981,-6.4000001,0.2,-20,-12,-27,19,-25,-2,7,-1.89999998,-3.29999995,5.19999981,-4.0999999,1,3.0999999,99,3,40,56,12,6,81,-3.5999999,-4.80000019,8.39999962,-4.69999981,-8,12.80000019,{C941FC3D-0D34-4817-9DEC-AC27F57D5294},
454,13139000900,13139,"Census Tract 9, Hall County",5466,534,ARC 20,1724.93994141,76.07910156,1801.02001953,2.69521999,0.118874,2.81409001,000900,Hall,2662,983,1410,269,1220,882,560,0.69999999,0.89999998,-1.5,0.80000001,-3,2.20000005,-1409,-802,-480,-127,-856,-340,-213,-5,4.0999999,0.89999998,-3.9000001,3.4000001,0.5,-1333,-561,-866,94,-858,-540,65,-3.29999995,-2.70000005,6,-6.9000001,0.30000001,6.5999999,-80,-380,64,236,-494,2,412,-7.69999981,2.29999995,5.4000001,-10,0.80000001,9.19999981,{07F2DF76-B2FF-4E6D-B757-C9EB4B699C0F},
455,13139000500,13139,"Census Tract 5, Hall County",7362,678,ARC 20,4283.52001953,1581.76000977,5865.29003906,6.69299984,2.47149992,9.16452026,000500,Hall,-51,-66,-1,16,-131,32,48,-5.0999999,2.70000005,2.5,-11.10000038,5.19999981,5.9000001,-24,-32,1,7,6,-41,11,-2.70000005,1.5,1.20000005,1.39999998,-3.20000005,1.79999995,139,60,9,70,35,53,51,2.5999999,-6.5,3.9000001,-0.89999998,-0.2,1.10000002,64,-38,9,93,-90,44,110,-5.19999981,-2.29999995,7.5,-10.60000038,1.79999995,8.80000019,{2DC3C540-33CE-43F0-B11E-5184B3855127},
456,13139001402,13139,"Census Tract 14.02, Hall County",5485,441,ARC 20,3425.59008789,1313.32995605,4738.91992188,5.35247993,2.05207992,7.40456009,001402,Hall,91,-40,53,78,7,90,-6,-6.69999981,-0.30000001,7.0999999,-1.79999995,5.69999981,-3.9000001,-259,-74,-160,-25,-15,-197,-47,-3.5999999,-0.1,3.70000005,7.0999999,-11.39999962,4.30000019,532,93,287,152,44,241,247,0.89999998,-3.20000005,2.29999995,-10.19999981,4.69999981,5.5,364,-21,180,205,36,134,194,-9.39999962,-3.70000005,13.10000038,-4.9000001,-1,5.9000001,{086E6900-7331-44C2-BB17-F963E6FB7091},
457,13139001002,13139,"Census Tract 10.02, Hall County",7738,919,ARC 20,3967.23999023,1605.32995605,5572.58007813,6.1988101,2.50833011,8.70716,001002,Hall,397,67,252,78,110,153,134,-1.79999995,0.5,1.29999995,3.5999999,-5.30000019,1.70000005,-685,-182,-406,-97,-37,-468,-180,-2.79999995,1.79999995,1,7.5,-8.89999962,1.39999998,1249,231,706,312,128,556,565,-0.69999999,-4,4.69999981,-7.5,-1.20000005,8.69999981,961,116,552,293,201,241,519,-5.19999981,-1.70000005,6.9000001,3.5999999,-15.39999962,11.80000019,{5C5C80F2-5187-460B-9D39-3F1FDE6F1ADB},
458,13139000800,13139,"Census Tract 8, Hall County",3555,351,ARC 20,1181.63000488,6.14600992,1187.7800293,1.84630001,0.00960314,1.85590994,000800,Hall,1570,365,722,483,-66,221,1415,-0.2,-2.70000005,2.9000001,-5,-6.30000019,11.19999981,333,-231,375,189,-168,89,412,-3.29999995,1.89999998,1.39999998,-2.5,-0.60000002,3.0999999,1735,388,865,482,94,514,1127,0.2,-1.70000005,1.5,-1.79999995,-2.20000005,4,3638,522,1962,1154,-140,824,2954,-3.29999995,-2.5,5.80000019,-9.30000019,-9,18.29999924,{B5456567-E26D-478D-A9E3-946CBA3620EC},
