OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
496,13121005800,58,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,508,10,0.007082,1,1412,U,1265.18171,0.896021,1010.967536,0.715983,343.827744,0.914435,106.579944,0.934912,215.827339,0.424857,0,0,0,0,0,0,0,0,0,0,{37D54B73-1006-4E99-AE64-630105BF49BE}
497,13121007900,79,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2059,78,0.016692,0,4673,U,3782.851559,0.809512,943.939833,0.201999,627.564367,0.835638,987.223332,0.784756,59.888801,0.029086,671.950464,0.143794,165.333059,0.035381,119.657285,0.159331,114.796378,0.091253,10.358722,0.005031,{BE28C506-F364-435B-9F86-48592280BEA0}
498,13121010601,106.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1270,0,0,1,2907,U,1328.773771,0.457095,626.485046,0.215509,337.925141,0.453591,116.505904,0.423658,130.087853,0.102431,13.742466,0.004727,6.980912,0.002401,3.166859,0.004251,1.750686,0.006366,1.579642,0.001244,{38E3E0FD-7233-4140-AC8E-3BAC9FB84FEC}
499,13121008700,87,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1837,25,0.005718,1,4372,U,4361.267284,0.997545,2860.005355,0.654164,1292.026426,0.997704,505.001079,0.998026,702.386272,0.382355,3686.748546,0.843264,2455.049295,0.561539,1073.194546,0.828722,492.452482,0.973226,586.005052,0.319001,{40204FB3-E8EA-479D-979E-52E1F64AB180}
500,13121012300,123,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1164,7,0.002901,1,2413,U,1353.916689,0.561093,548.023269,0.227113,253.329718,0.53109,184.222315,0.703139,207.711793,0.178447,0.365079,0.000151,0.162059,6.7e-05,0,0,0,0,0.031158,2.7e-05,{302F2A6C-879B-4E84-B523-EE2A106BECE8}
501,13121012000,120,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1273,179,0.061343,1,2918,U,2672.057167,0.915715,1801.275241,0.617298,631.932503,0.890046,188.580869,0.933569,513.650781,0.403496,313.157441,0.107319,201.859592,0.069177,29.96809,0.042209,7.518288,0.037219,44.215547,0.034733,{C8C06CB1-1BE7-460C-84F2-7ACAFAEEBDB4}
502,13121011900,119,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1509,705,0.240286,1,2934,U,2933.999986,1,1598.745764,0.544903,166.999998,1,183.999998,1,485.431488,0.321691,1606.482307,0.54754,1145.864591,0.390547,133.800895,0.801203,145.950904,0.793211,395.679374,0.262213,{2B320536-1C05-4247-A3CA-7EBD4A4C74BD}
503,13121011800,118,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1493,94,0.035405,1,2655,U,2654.999928,1,1991.338541,0.750033,377.999999,1,111,1,684.82683,0.458692,1278.367188,0.481494,907.591459,0.341842,118.172089,0.312625,22.869127,0.206028,410.055231,0.274652,{679C29C4-3F70-42AA-947F-C4E23A70B8A3}
504,13121011624,116.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1195,0,0,0,4268,U,3430.048577,0.803666,16.652097,0.003902,1325.612267,0.802429,74.704133,0.786359,39.594206,0.033133,904.721106,0.211978,9.120899,0.002137,336.884335,0.203925,25.374588,0.267101,7.840533,0.006561,{10DA24F3-A3A3-41A7-A8DA-56BAB44DC111}
505,13121003600,36,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,699,66,0.054681,1,1207,U,850.776705,0.704869,486.973813,0.403458,84.840782,0.64764,68.833622,0.533594,256.121645,0.366412,0,0,0,0,0,0,0,0,0,0,{364BFA85-0AFB-4026-A9AA-F4E8E542515C}
506,13121003500,35,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,767,1187,0.529674,1,2241,U,2241.000002,1,780.123976,0.348114,64,1,25,1,67.015129,0.087373,1135.23642,0.506576,425.251014,0.189759,26.26664,0.410416,15.701829,0.628073,39.992297,0.052141,{A4B0D77B-CA4C-4955-AC33-1C4CB2BD4C60}
507,13121010208,102.08,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2279,0,0,0,4219,U,1160.15363,0.274983,182.862874,0.043343,223.870643,0.340229,278.224915,0.349529,56.195419,0.024658,355.296766,0.084213,51.405327,0.012184,61.71871,0.093797,84.384547,0.106011,0,0,{CD323284-E420-4374-BEE5-0CD631801161}
508,13121011411,114.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2940,0,0,0,7501,U,5267.261971,0.702208,737.008618,0.098255,1120.20501,0.638657,663.746213,0.834901,80.803858,0.027484,1255.222543,0.167341,180.317199,0.024039,282.906996,0.161292,185.071545,0.232794,8.31003,0.002827,{7F0927C1-2298-42CC-81BB-34BE15FA52AE}
509,13121011412,114.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3515,4,0.000458,0,8743,U,7215.197707,0.825254,809.349176,0.092571,1816.110031,0.819914,420.139718,0.848767,9.720716,0.002766,894.923527,0.102359,117.407855,0.013429,212.036998,0.095728,31.318943,0.063271,1.205612,0.000343,{64318176-2E3D-4229-92DA-E5285063891B}
510,13121011414,114.14,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3032,0,0,0,7449,U,4409.58935,0.591971,840.012361,0.112768,1170.491899,0.581178,210.771636,0.623585,15.769882,0.005201,117.289352,0.015746,11.122994,0.001493,34.879438,0.017318,4.389852,0.012988,0.549071,0.000181,{86DA0304-1B20-4A7C-9AD9-53BCD1B11970}
511,13121010603,106.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1299,0,0,1,3507,U,3389.285373,0.966434,2150.538705,0.613213,1157.461147,0.977585,143.363442,0.896022,332.353813,0.255854,2575.610717,0.73442,1669.572064,0.476068,914.123967,0.772064,67.311085,0.420694,267.493678,0.205923,{4A0146A4-4B2A-4C7A-9FD2-437687225D99}
512,13121010604,106.04,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1344,4,0.001149,1,3482,U,2655.459147,0.762625,1396.980493,0.401201,699.719627,0.738101,195.004182,0.780017,216.30337,0.16094,679.693417,0.195202,530.205535,0.15227,240.507735,0.2537,9.822886,0.039292,106.173393,0.078998,{87740836-3018-4C65-899A-FAD3AFFED66B}
513,13121007300,73,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2511,15,0.002244,1,6683,U,5149.293677,0.770506,3454.973541,0.516979,1692.682444,0.810672,318.28639,0.693434,382.665862,0.152396,167.319109,0.025037,120.491213,0.01803,38.165373,0.018278,19.236212,0.041909,15.228464,0.006065,{EC732782-99D9-42D0-93D8-998F8DFE19D8}
514,13121010508,105.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1367,0,0,0,3757,U,2695.040156,0.717338,682.695852,0.181713,666.625378,0.692958,215.256809,0.715139,38.535342,0.02819,731.256306,0.194638,185.238668,0.049305,184.540619,0.19183,39.667762,0.131787,10.690146,0.00782,{49F07C43-9B71-4D98-B567-3D2175FE899C}
515,13121010507,105.07,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2910,30,0.003762,1,7974,U,5434.494236,0.681527,2597.986264,0.325807,1653.98339,0.691754,331.365517,0.72988,374.693744,0.128761,214.834697,0.026942,140.918463,0.017672,69.697602,0.02915,10.429618,0.022973,19.336961,0.006645,{BA98E96C-32A0-4F77-80C0-10D90E689E66}
516,13121010511,105.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2820,40,0.005228,1,7651,U,7327.546623,0.957724,2875.899666,0.375885,2101.374886,0.949559,441.270977,0.946933,180.174666,0.063892,5757.25745,0.752484,2174.553919,0.284218,1609.612269,0.727344,357.158735,0.766435,107.025092,0.037952,{9B9843CF-1099-4E48-9F21-487232F416D1}
517,13121011626,116.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2717,0,0,0,8047,U,5219.945096,0.648682,582.027105,0.072328,1881.825773,0.686547,148.394362,0.545568,41.669396,0.015337,500.182641,0.062158,46.60596,0.005792,184.594703,0.067346,13.462603,0.049495,2.483941,0.000914,{EB88C586-DD0C-40C5-82F1-97CA361ADD12}
518,13121011622,116.22,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2759,0,0,0,9625,U,7432.375538,0.772195,830.435903,0.086279,2723.290914,0.775425,322.684917,0.79479,8.884985,0.00322,3378.913698,0.351056,416.49881,0.043273,1272.880687,0.362438,143.782775,0.354145,5.377074,0.001949,{49341FB4-E3A3-4286-8D23-E1E1543E9CBA}
519,13121011424,114.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2069,0,0,0,5097,U,3873.902356,0.760036,339.715995,0.06665,979.466618,0.800218,407.18128,0.694849,17.975769,0.008688,1067.844504,0.209505,89.811843,0.017621,317.566375,0.25945,87.662849,0.149595,3.693547,0.001785,{103B5E7C-33FD-4D72-93E8-C2B9688929E6}
520,13121011422,114.22,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1530,103,0.028096,0,3666,U,2954.257482,0.805853,637.970253,0.174024,607.363685,0.755427,357.740337,0.926788,47.998283,0.031371,516.991289,0.141023,120.216981,0.032792,77.739638,0.096691,94.977164,0.246055,7.807556,0.005103,{39DA3DA7-FD76-48CC-9865-31A39C5186C8}
521,13121011505,115.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1316,95,0.02263,0,4198,U,3927.347166,0.935528,137.336924,0.032715,1310.344573,0.957155,299.765656,0.770606,9.990432,0.007592,1009.211503,0.240403,37.602964,0.008957,332.266438,0.242707,58.922188,0.151471,2.532276,0.001924,{856C4183-88F7-4D6C-96A1-CDEBFAEAD033}
522,13121010123,101.23,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1908,3,0.000747,0,4017,U,3095.133259,0.770509,650.650215,0.161974,628.422411,0.80567,344.174146,0.724577,64.728668,0.033925,165.686343,0.041246,44.788872,0.01115,22.707572,0.029112,21.7207,0.045728,6.734914,0.00353,{D2696AEA-F780-4935-9575-DC55C66E8993}
523,13121000100,1,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1893,0,0,0,4413,U,4212.808017,0.954636,284.904045,0.06456,1025.343788,0.95737,288.828706,0.965982,12.116054,0.0064,0,0,0,0,0,0,0,0,0,0,{E0BB06A4-C72F-41EA-A118-CEE5B54AFA5D}
524,13121000200,2,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2686,76,0.013947,0,5449,U,1331.228592,0.244307,91.228118,0.016742,279.08728,0.297218,68.105578,0.190239,6.567671,0.002445,0,0,0,0,0,0,0,0,0,0,{2E205EA2-D5A6-48E3-9906-2EC075405A58}
525,13121009402,94.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1953,4,0.000982,0,4073,U,3498.851198,0.859035,1129.524381,0.27732,434.266783,0.710748,22.095561,0.849829,303.453899,0.155378,0,0,0,0,0,0,0,0,0,0,{A2C5B3FB-B71D-43C2-9879-FE3D49C05908}
526,13121001100,11,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2664,0,0,0,3633,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{99E79B8B-A09B-4377-A8C6-62AEE21A2A64}
527,13121000400,4,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,998,140,0.081633,0,1715,U,683.946004,0.398802,56.504138,0.032947,88.406436,0.685321,105.482842,0.462644,0,0,0,0,0,0,0,0,0,0,0,0,{5386442C-3835-4008-B4F7-2383AB0B5628}
528,13121009200,92,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3609,0,0,1,6468,U,2636.18583,0.407574,562.644228,0.086989,245.295923,0.27938,88.755485,0.26028,181.682562,0.050342,0,0,0,0,0,0,0,0,0,0,{5C3368D4-6EE6-4191-8DDD-9CD07ADC8159}
529,13121008201,82.01,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2584,3,0.000493,1,6083,U,4755.538703,0.781775,1767.475266,0.29056,1034.256398,0.777636,977.698788,0.73181,478.475986,0.185169,901.816691,0.148252,361.797961,0.059477,218.088233,0.163976,144.080513,0.107845,57.044333,0.022076,{83D8FC47-589B-47C8-A73C-3E949655C744}
530,13121007808,78.08,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1526,0,0,1,4306,U,1813.58991,0.421177,1231.321081,0.285955,580.368423,0.351952,214.30278,0.736436,285.863375,0.187329,938.508661,0.217954,637.192278,0.147978,328.582225,0.199262,114.621711,0.393889,152.379446,0.099855,{6CFCBF21-85CD-47F4-B842-B7FC928F3857}
531,13121007806,78.06,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2086,0,0,1,5474,U,5340.593257,0.975629,2808.258533,0.513018,1410.67919,0.973554,768.033549,0.989734,345.376441,0.165569,4148.5065,0.757857,2046.01719,0.37377,1088.364831,0.751114,659.973419,0.850481,226.905598,0.108775,{4962645D-F145-48EF-9BF4-028D61ABC24E}
532,13121008800,88,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1946,0,0,0,4578,U,3681.566067,0.804187,1156.681392,0.252661,818.395724,0.762717,167.78148,0.798959,135.344984,0.06955,2136.337644,0.466653,634.245787,0.138542,460.437585,0.429112,84.357943,0.401704,73.321248,0.037678,{71ACCB7C-7829-46B6-A49F-DDF6BA9509CF}
533,13121008602,86.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,489,0,0,1,1285,U,1273.262522,0.990866,1072.394437,0.834548,384.415054,0.988214,106.349417,0.984717,173.511962,0.35483,909.017411,0.707407,759.252349,0.590858,272.121133,0.69954,84.19752,0.779607,118.667593,0.242674,{7CC9C71D-19E9-4CC7-A34F-A3399F5012AB}
534,13121010121,101.21,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,943,0,0,0,1648,U,1005.761959,0.610292,178.870899,0.108538,166.3367,0.710841,129.569934,0.278047,95.686229,0.10147,0,0,0,0,0,0,0,0,0,0,{2306E694-28C0-49D5-8CE1-DEFC7A10BB5B}
535,13121010119,101.19,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2108,78,0.015796,1,4938,U,627.391549,0.127054,362.31702,0.073373,161.888864,0.134795,7.337374,0.029827,21.794169,0.010339,0,0,0,0,0,0,0,0,0,0,{2CCB81FE-12C9-45AD-8362-8EAD7A163C49}
536,13121010211,102.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1373,0,0,0,3970,U,2147.119525,0.540836,540.442059,0.136131,704.154117,0.561975,226.546457,0.656656,11.742193,0.008552,1224.858658,0.308529,87.313652,0.021993,416.230519,0.332187,121.899415,0.353332,1.061433,0.000773,{AC55DF31-EA0C-4706-A839-E4C89D022E43}
537,13121009801,98.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1900,90,0.019231,0,4680,U,4252.441723,0.908641,282.72464,0.060411,1210.773273,0.935683,930.033383,0.864343,120.769946,0.063563,2344.968441,0.501062,143.372244,0.030635,743.493921,0.57457,357.181094,0.331953,41.600406,0.021895,{A23CFF03-8750-4525-AFCB-6302EA4A0A16}
538,13121009603,96.03,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2529,0,0,0,4388,U,564.059374,0.128546,48.609701,0.011078,148.488618,0.242628,48.034977,0.103747,24.560165,0.009711,0,0,0,0,0,0,0,0,0,0,{9B619604-3735-4BC8-94C3-F7E22529194B}
539,13121009601,96.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1482,0,0,0,2438,U,765.811817,0.314115,60.145407,0.02467,70.255621,0.325257,60.162573,0.388146,29.756145,0.020078,0,0,0,0,0,0,0,0,0,0,{97936487-5487-48A9-8140-1B992454DE5C}
540,13121007705,77.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1781,0,0,1,3628,U,2778.747305,0.765917,1542.676478,0.425214,642.286322,0.80487,537.287178,0.720224,323.049993,0.181387,1168.03875,0.321951,742.415756,0.204635,377.269106,0.472768,65.608322,0.087947,86.548419,0.048595,{8CB77156-F6E6-4CC8-8405-C71DCA0C1226}
541,13121011612,116.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1141,0,0,0,3133,U,3051.658259,0.974037,488.195092,0.155824,714.489125,0.976078,612.949671,0.971394,28.525637,0.025001,2127.29898,0.678997,381.266896,0.121694,516.728668,0.705913,371.309549,0.588446,22.215182,0.01947,{5E3E6B91-1648-4E24-94B1-1DF9EE3A74F7}
542,13121011623,116.23,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4043,0,0,0,11473,U,7155.970309,0.623723,1062.8602,0.09264,2138.300372,0.635831,365.50095,0.636761,19.917786,0.004926,1404.053496,0.122379,128.381205,0.01119,426.961189,0.126958,70.8589,0.123448,4.05081,0.001002,{0592F1FF-C868-4810-9CE4-1E62F88D91F8}
543,13121011625,116.25,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2673,0,0,0,7755,U,5005.890686,0.645505,469.072821,0.060486,1514.970716,0.636542,313.230377,0.60121,0,0,506.872696,0.065361,25.73781,0.003319,180.457934,0.075823,12.485397,0.023964,0,0,{F1764D19-A0A4-4255-AD65-33873ED18E3C}
544,13121011619,116.19,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2959,0,0,0,7503,U,5803.900728,0.773544,795.871096,0.106074,1643.134976,0.753386,187.603603,0.756466,163.190096,0.05515,2725.577245,0.363265,471.07808,0.062785,765.589396,0.351027,86.180056,0.3475,106.504049,0.035993,{4A43EF5C-830A-4AF6-B3B6-94EC2AE91489}
545,13121011621,116.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2269,0,0,0,6366,U,5542.041552,0.870569,248.729894,0.039072,1694.365817,0.85574,314.786549,0.896828,96,0.042309,2922.852754,0.459135,158.006263,0.02482,791.713362,0.399855,172.437603,0.491275,95.713535,0.042183,{84CC9832-9DB9-4B73-BA5F-E64A253D2AFA}
546,13121000500,5,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2498,279,0.059526,0,4687,U,591.730106,0.126249,73.194981,0.015617,141.088172,0.250156,90.97897,0.315899,11.100051,0.004444,0,0,0,0,0,0,0,0,0,0,{8D185427-2526-4446-91B6-532EF5A5E771}
547,13121009300,93,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2479,0,0,0,4533,U,1281.214487,0.282642,182.52843,0.040267,208.968008,0.334885,77.831073,0.177292,82.701539,0.033361,0,0,0,0,0,0,0,0,0,0,{355BD959-0B0C-4293-BFFA-C4EB0ED36771}
548,13121009900,99,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2213,0,0,0,4993,U,3627.050413,0.726427,119.761167,0.023986,1065.528786,0.833095,457.764222,0.823317,21.360974,0.009652,2040.631416,0.408698,35.464011,0.007103,657.687159,0.51422,271.7551,0.488768,4.281831,0.001935,{FA309E0C-F5AC-461A-A5D5-FC8154669BE5}
549,13121009000,90,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1880,0,0,0,4417,U,2089.329904,0.47302,190.890698,0.043217,726.752323,0.596187,141.661118,0.53457,5.303059,0.002821,69.116445,0.015648,3.562703,0.000807,22.576881,0.018521,5.965595,0.022512,0,0,{DCA5D1AB-B035-4296-BEDA-631764EBACD2}
550,13121009700,97,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1419,0,0,0,3534,U,3179.114344,0.89958,128.305828,0.036306,818.635849,0.928159,477.759721,0.863942,41.035128,0.028918,1402.106643,0.396748,53.504902,0.01514,396.369899,0.449399,205.703273,0.371977,12.291185,0.008662,{1316E3A4-16BE-4623-8D45-0AB489874EDD}
551,13121010206,102.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1892,0,0,0,4977,U,4388.115901,0.881679,599.327563,0.120419,1063.012897,0.908558,666.136792,0.868496,0,0,2792.455077,0.561072,434.061726,0.087214,707.815944,0.604971,404.833347,0.527814,0,0,{3AFEAC52-4EF9-4F4E-B037-32F3F970995A}
552,13121010204,102.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1803,0,0,0,4761,U,4549.680835,0.955615,250.98476,0.052717,1113.825954,0.963517,904.232886,0.952827,10.028169,0.005562,2690.584636,0.56513,185.373123,0.038936,670.81029,0.580286,561.952804,0.592153,8.781292,0.00487,{796F71DA-A34E-4514-B3A2-E74F15780412}
553,13121007100,71,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,791,2,0.000932,1,2145,U,1351.038469,0.629855,1015.870515,0.473599,408.164778,0.67243,159.56513,0.50336,96.857965,0.12245,91.108538,0.042475,71.688034,0.033421,24.885027,0.040997,15.634519,0.04932,4.769368,0.00603,{70473F26-0076-4AFF-AB9E-15600F554A91}
554,13121006801,68.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,8,2397,0.991315,0,2418,U,2418.00003,1,0,0,8,1,20,1,0,0,1404.280475,0.580761,0,0,4.646089,0.580761,11.615223,0.580761,0,0,{66A178FE-0A76-4951-80D8-C7233EA42D9B}
555,13121006900,69,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1270,0,0,1,3166,U,2039.771354,0.644274,676.906432,0.213805,505.774621,0.66813,102.105747,0.671748,120.255831,0.09469,76.544092,0.024177,24.463114,0.007727,27.148895,0.035864,1.088576,0.007162,5.644035,0.004444,{A824995F-17F6-4DEB-98A4-CAFB7E7456EF}
556,13121005200,52,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1937,69,0.016854,1,4094,U,3132.158715,0.765061,1159.814145,0.283296,587.766788,0.757431,103.969093,0.712117,217.208528,0.112137,388.935662,0.095001,162.268109,0.039636,43.793397,0.056435,3.06197,0.020972,24.536415,0.012667,{CDCDC846-C8D0-49A7-949B-1F75B6B4B17F}
557,13121005000,50,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,890,130,0.068457,1,1899,U,1899.000019,1,670.706385,0.353189,249.000001,1,174,1,99.606218,0.111917,1838.593044,0.96819,649.371291,0.341954,242.595688,0.97428,172.544487,0.991635,95.391865,0.107182,{8E7AE616-04B0-40DF-A820-395372001445}
558,13121001500,15,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2553,217,0.050162,0,4326,U,74.85135,0.017303,5.456256,0.001261,11.98483,0.028002,0.717541,0.003093,4.84476,0.001898,0,0,0,0,0,0,0,0,0,0,{56DA50D3-B1F4-4AC7-BDB6-D45BD49205F0}
559,13121007807,78.07,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,998,0,0,1,3116,U,2562.238525,0.822285,2110.848899,0.677423,879.368932,0.846361,265.804405,0.738346,280.069249,0.280631,1715.240182,0.550462,1442.126838,0.462813,568.223751,0.546895,172.765122,0.479903,193.228507,0.193616,{D6657717-D0F8-45DC-BCC7-13704D5A79BE}
560,13121010510,105.10,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,6126,21,0.001326,1,15841,U,15772.28415,0.995662,6080.93962,0.383873,4728.309638,0.995643,1067.717033,0.9988,247.952199,0.040475,14582.437492,0.92055,5693.724963,0.35943,4379.252552,0.922142,989.558358,0.925686,216.997132,0.035422,{723009C4-D5F5-4529-936D-2506CE7F5914}
561,13121010512,105.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2510,0,0,1,6343,U,6103.5255,0.962246,3395.066813,0.535246,2095.427986,0.962088,240.923355,0.952266,334.025429,0.133078,3553.727392,0.56026,2187.056113,0.344798,1181.625326,0.542528,147.43144,0.582733,197.929668,0.078856,{03F573CC-4530-4931-873C-1588A068FCD2}
562,13121007802,78.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3245,0,0,0,8103,U,7442.066198,0.918433,2496.259286,0.308066,1965.409099,0.932357,942.853423,0.897956,169.947098,0.052372,6358.896188,0.784758,2091.937597,0.258168,1672.965566,0.793627,757.576353,0.721501,136.356831,0.042021,{875951A4-FA55-40F2-8FFE-143FCA224BAF}
563,13121007805,78.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1408,152,0.044071,1,3449,U,3384.734519,0.981367,2025.593899,0.587299,776.286896,0.976461,497.08144,0.994163,264.471868,0.187835,3021.961769,0.876185,1830.506602,0.530735,670.653156,0.843589,480.606452,0.961213,242.504301,0.172233,{F7921502-71A9-4827-893A-0495266E2321}
564,13121011618,116.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1506,0,0,0,4268,U,3862.950125,0.905096,261.943712,0.061374,1327.908817,0.9015,137.788238,0.906502,17.144151,0.011384,2183.51325,0.511601,148.062373,0.034691,711.404411,0.482963,86.554394,0.569437,10.235287,0.006796,{794DFC35-BA90-452B-8459-F8BDD8A2D283}
565,13121011610,116.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1895,8,0.001535,0,5211,U,4558.680625,0.874819,504.28941,0.096774,1403.364605,0.878201,339.927256,0.876101,23.973565,0.012651,1997.462868,0.383317,126.658646,0.024306,683.038449,0.427433,149.695587,0.385813,1.302972,0.000688,{06EF9B62-1745-4D8E-BAFD-2777C8A8DA08}
566,13121011614,116.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5831,0,0,0,13082,U,7923.867607,0.605708,1211.045008,0.092573,1876.363402,0.605279,353.558965,0.49797,79.494589,0.013633,1358.232057,0.103825,167.399283,0.012796,282.547719,0.091144,27.07285,0.038131,14.56833,0.002498,{B3B1057F-323E-4F52-B919-D4920C53479B}
567,13121011620,116.20,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3084,4,0.000429,0,9333,U,5040.739122,0.540098,329.187718,0.035271,1598.421023,0.538915,360.318622,0.609676,16.874401,0.005472,1066.795289,0.114304,53.831165,0.005768,320.536989,0.10807,132.75319,0.224625,3.857463,0.001251,{B3263727-0CE0-4301-B602-8CBB7085D1A9}
568,13121011420,114.20,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2157,0,0,1,7484,U,7481.801569,0.999706,5000.456095,0.668153,2577.384417,0.999761,94.912059,0.999074,147.304091,0.068291,5.880487,0.000786,4.343501,0.00058,2.258964,0.000876,0.051737,0.000545,0.104262,4.8e-05,{A1ED4413-BA96-48CC-A41E-653C1CF4434A}
